gene	SRR3581356	SRR3581681	SRR3581703	SRR3581727	SRR3581836	SRR3581847	SRR3581866	SRR3581867	SRR3581869	SRR3581889	SRR3581893	SRR3581894
Retrocopy1	29.007753	19.418636	89.859825	22.019056	36.224758	23.672203	25.476664	28.184309	88.953011	24.444391	1.028224	13.550077
Retrocopy2	1.032470	1.552431	1.343507	2.144345	1.948616	2.309102	1.256845	1.681129	0.917303	1.224399	0.657925	0.853194
Retrocopy3	1.980004	0.735892	8.374095	3.515199	1.071375	0.964264	0.411357	1.088750	1.048058	0.752644	0.650586	0.770080
Retrocopy4	0.194439	0.022477	0.197332	0.454816	0.199597	0.179619	0.578228	0.000000	0.000000	0.577096	0.795706	0.367439
Retrocopy5	0.993173	3.959268	1.187967	1.854209	0.643829	3.060326	0.844221	2.205655	3.401540	1.983580	0.557597	1.135958
Retrocopy6	13.365157	30.752037	14.691239	74.391708	11.526982	30.219990	27.207647	22.213661	15.055294	68.665298	9.619557	6.841554
Retrocopy7	4.003497	2.414563	3.278690	3.876576	5.615505	2.390300	3.461774	3.803797	0.310076	0.443305	2.118871	3.496901
Retrocopy8	1.527498	0.981847	0.590566	1.621609	1.895391	0.657630	2.376621	1.368266	0.426078	0.609301	0.736363	0.321824
Retrocopy9	8.732479	8.726043	2.988928	4.184159	10.758913	9.155639	4.772461	5.367556	2.950758	3.768534	0.990468	2.648687
Retrocopy10	1.674067	0.000000	0.000000	0.000000	0.770618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy11	192.329483	16.329473	235.320908	713.726379	224.165771	30.948519	494.752686	724.723511	283.273315	779.455200	64.545113	283.151550
Retrocopy12	31.907642	0.659294	15.225657	26.966940	37.492516	11.340607	0.710540	0.646267	0.512663	55.127850	0.397927	111.940697
Retrocopy13	1.096497	2.221257	3.492651	1.226412	0.945504	0.860905	1.046305	2.265063	0.791717	0.981611	0.496912	1.117391
Retrocopy14	8.142184	0.777598	1.025796	0.946142	1.024281	12.296619	1.423345	3.788214	2.981346	9.392519	1.930142	1.989867
Retrocopy15	17.541206	21.527472	5.983944	8.070485	16.929506	15.846712	17.516933	27.206499	5.840672	8.727452	4.200480	3.069557
Retrocopy16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.603385	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy17	3.946072	5.720826	3.223024	4.730817	4.119958	6.756093	3.494669	3.952651	4.446957	2.774236	0.606450	1.869808
Retrocopy18	0.369666	0.196146	0.000000	0.000000	3.012560	0.062697	0.807337	0.293717	0.000000	0.863501	15.009758	1.063522
Retrocopy19	3.324361	5.411349	4.153013	5.620357	4.659602	4.107034	6.653911	6.780033	3.598934	3.764625	6.387214	3.745274
Retrocopy20	17.428165	14.843863	16.783409	20.406221	17.938543	14.692147	22.722490	22.912395	15.523294	22.769556	6.147213	15.154732
Retrocopy21	0.337984	0.046513	0.000000	0.000000	0.148693	0.000000	0.000000	0.052238	0.000000	0.000000	0.000000	0.000000
Retrocopy22	65.486404	23.548246	62.073433	8.542896	82.008522	52.927952	70.494339	46.374763	46.019905	6.154622	4.185836	5.948297
Retrocopy23	24.642723	10.754330	9.871343	14.349584	20.068363	12.187091	7.760472	7.319112	9.445528	17.837484	7.322284	12.810105
Retrocopy24	26.245798	6.065747	11.446923	13.392616	26.181229	7.422989	10.257225	11.340402	10.508590	13.045619	7.766717	19.153061
Retrocopy25	33.468918	67.200562	47.947819	47.453247	40.073143	74.808678	53.733429	45.536640	48.761890	22.638960	2.940152	3.632263
Retrocopy26	296.117340	577.277832	466.550781	506.499969	331.201813	590.266113	618.060059	488.743256	512.681946	160.310059	39.115627	41.920135
Retrocopy27	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy28	23.658789	25.589581	17.369913	24.740896	27.213495	24.807878	19.536360	18.194523	17.141054	23.708963	7.894528	16.755486
Retrocopy29	0.106581	0.000000	0.000000	0.384405	0.000000	0.094520	0.000000	0.115312	0.000000	0.310007	0.061955	0.130246
Retrocopy30	0.000000	0.645301	0.000000	0.799889	0.000000	0.925540	1.546506	1.656666	0.073677	1.129280	0.669676	3.251921
Retrocopy31	173.506088	1.178185	11.218527	45.697327	120.174889	0.524679	26.577898	37.922123	9.733445	46.623432	139.135452	37.472778
Retrocopy32	217.118942	0.000000	0.000000	0.000000	165.990662	0.000000	0.000000	0.000000	0.069274	0.000000	0.657543	0.054723
Retrocopy33	0.656990	1.450138	0.490691	0.491147	6.473360	0.343136	1.641130	3.883763	0.887701	1.169188	0.419519	0.458164
Retrocopy34	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.420042	1.159989
Retrocopy35	0.000000	0.000000	0.000000	0.000000	0.076530	0.000000	0.073902	0.000000	0.000000	0.000000	0.285154	3.475686
Retrocopy36	0.253588	175.239822	206.582169	13.044937	0.000000	214.071350	51.708618	52.478722	216.302750	15.374223	1.230162	2.921658
Retrocopy37	5.154643	215.917130	471.828613	62.113316	5.436470	487.679810	93.164078	101.803329	416.309265	47.109413	4.427283	12.043022
Retrocopy38	20.558300	9672.000000	6874.552734	936.124512	13.138157	12516.556641	2222.674805	2027.937866	7125.576172	927.058899	19.658749	236.260406
Retrocopy39	1.976781	0.078756	0.000000	0.000000	1.290712	0.075522	0.162079	0.000000	0.062583	0.000000	0.000000	0.560289
Retrocopy40	3.863101	0.772551	0.447567	0.733223	1.318284	0.430834	1.108786	0.588260	0.927955	2.392119	0.303443	0.569674
Retrocopy41	19.176931	9.423885	6.698437	7.072772	17.041710	10.091793	11.157416	9.732491	7.556501	7.129980	37.516556	26.109074
Retrocopy42	0.993144	0.000000	0.150510	0.000000	0.506065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.549303
Retrocopy43	29.234404	14.710105	26.952606	47.660225	23.704952	12.290631	28.348383	41.393425	26.100212	49.574783	23.050478	37.209892
Retrocopy44	11.711008	23.229050	5.133688	9.926039	12.834286	23.130407	7.151790	6.188529	5.679837	10.515486	6.631072	6.187814
Retrocopy45	168.029007	78.541916	170.616745	212.246796	177.474579	88.608040	163.897644	183.893387	164.883972	220.465164	114.485870	190.652542
Retrocopy46	4.139395	1.851851	0.415948	0.451759	2.347745	2.014513	0.448677	0.433995	0.303124	0.458420	0.202072	0.308615
Retrocopy47	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232865	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy48	9.884567	5.543190	4.703238	8.196798	10.274936	5.613081	16.750824	8.138399	4.883377	8.202681	8.032396	7.718993
Retrocopy49	35.774414	33.853329	64.923683	88.241730	38.873798	30.201752	61.734314	73.121185	64.233841	89.676109	23.282534	47.996635
Retrocopy50	1.105035	0.000000	0.000000	0.000000	0.953170	0.000000	0.000000	0.000000	0.000000	0.000000	3.457100	1.413905
Retrocopy51	1.341196	0.964458	0.905728	0.715282	6.602557	0.847581	0.931832	0.853666	0.665231	2.001373	1.477616	0.767678
Retrocopy52	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.057563	0.056470	0.000000	0.000000	0.000000	0.000000
Retrocopy53	0.088981	0.000000	0.000000	0.000000	0.000000	0.085697	0.093835	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy54	4.395910	0.183991	0.100221	0.012546	4.055755	0.141906	0.081720	0.027699	0.058797	0.000000	0.037206	0.209654
Retrocopy55	4.032183	0.065692	0.000000	0.063825	5.410367	0.031497	0.033798	0.055333	0.013050	0.050599	0.164108	0.203607
Retrocopy56	0.324170	0.000000	0.000000	0.000000	0.052877	0.000000	0.204242	0.037153	0.000000	0.000000	0.000000	0.294618
Retrocopy57	0.000000	0.338157	0.092263	0.623885	0.044814	0.092999	40.542233	0.337366	0.101621	1.239284	0.023305	0.000000
Retrocopy58	0.000000	0.296806	0.199213	0.268241	0.000000	0.108358	0.486259	0.205587	0.293324	0.109857	0.022728	0.000000
Retrocopy59	27.723400	86.826653	5.621051	0.892132	32.838013	78.239517	1.830911	1.302681	6.246534	1.058990	2.403499	30.810570
Retrocopy60	0.000000	0.000000	0.028318	0.191427	0.000000	0.000000	1.838050	1.329890	0.000000	0.000000	0.000000	0.000000
Retrocopy61	0.000000	0.000000	0.000000	0.000000	0.000000	0.024299	0.529581	0.126737	0.000000	0.124654	0.000000	0.024191
Retrocopy62	1.012860	32.786194	8.199846	9.819628	21.524248	22.753851	7.065835	5.215650	7.609443	0.964321	6.692895	0.752097
Retrocopy63	0.926923	0.000000	0.000000	0.414759	1.246777	0.000000	0.000000	0.000000	0.000000	0.058614	0.000000	0.502299
Retrocopy64	0.063107	56.660526	85.804581	25.331545	0.458653	72.250931	38.203712	38.921463	79.017982	22.223000	12.381717	13.946363
Retrocopy65	2.834660	2.172697	0.959137	1.257611	3.495866	1.882293	0.831852	1.313583	0.881313	1.643783	2.795670	1.838628
Retrocopy66	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.544388	0.000000	0.000000	0.108664	0.000000	0.069187
Retrocopy67	0.000000	0.000000	0.000000	0.284247	0.000000	0.000000	3.458888	0.692760	0.024176	0.493204	0.149858	0.243588
Retrocopy68	1.873195	3.075361	1.476109	1.579668	1.953692	2.439979	2.083955	1.662634	1.140411	1.200937	2.065046	1.579083
Retrocopy69	1.391695	2.402136	2.856921	3.110014	4.654595	2.398070	1.327320	2.193885	0.510491	0.641737	3.530222	1.998214
Retrocopy70	0.089571	0.345148	0.049340	0.000000	0.000000	0.088025	0.047229	0.000000	0.072944	0.047136	0.053175	0.441770
Retrocopy71	5.445280	4.988824	1.498514	1.572805	2.599421	7.619087	3.072855	1.635838	1.074829	4.880911	0.426466	1.133953
Retrocopy72	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy73	1.378300	0.601424	1.105286	1.124407	1.242585	0.501385	1.038270	1.115289	0.820112	2.149581	0.129476	0.605050
Retrocopy74	0.000000	2.567725	0.000000	0.100013	0.000000	2.400075	0.091040	0.000000	0.000000	0.201915	0.111519	0.000000
Retrocopy75	1.199615	0.463495	2.941009	0.798475	0.923018	0.616385	2.506113	0.857508	2.362782	2.485501	1.501423	1.236590
Retrocopy76	2.144958	2.251283	2.891394	11.640889	2.144292	2.263943	1.429613	1.600926	3.958347	0.804665	9.725526	0.780304
Retrocopy77	0.569623	0.137698	1.045324	0.691185	1.625754	0.949668	1.753949	1.423345	0.404352	1.110078	0.731296	0.629514
Retrocopy78	0.042344	0.083249	0.132449	0.000000	0.044355	0.039915	34.508507	44.477180	0.094600	0.042748	0.753510	0.439511
Retrocopy79	98.699913	53.293015	166.565842	21.530014	122.869041	100.497147	226.533981	178.114746	140.254868	21.092922	0.394609	0.826877
Retrocopy80	6.525334	3.776804	2.572515	1.963281	8.023925	6.505251	2.024425	0.807922	2.778941	1.741713	9.691085	7.546349
Retrocopy81	0.700597	0.698231	0.314025	0.494223	0.892422	0.769561	0.531196	0.763803	0.308821	0.299334	1.170172	0.520516
Retrocopy82	2.604887	6.151105	1.355564	0.235869	4.043351	11.799642	3.240313	2.667072	2.055632	0.140868	0.000000	0.385906
Retrocopy83	2.003412	0.118640	2.458587	2.997235	2.124153	0.326665	3.589483	1.114621	0.794869	2.702241	0.000000	0.000000
Retrocopy84	0.060867	3.434336	4.780175	2.148211	0.188719	3.523639	0.384177	0.421029	1.711386	1.862022	0.144414	0.000000
Retrocopy85	76.562973	39.048347	13.551190	52.131416	103.087875	41.587578	58.228241	54.271164	15.708034	63.171421	41.125233	98.144501
Retrocopy86	145.596710	33.173935	96.533142	195.295105	131.020218	32.823288	123.578789	160.328690	94.114075	204.822647	122.576118	241.009567
Retrocopy87	344.576752	94.159370	77.376053	159.494492	373.785522	107.832169	215.381805	154.290314	84.696281	193.536133	103.777023	128.465790
Retrocopy88	4.286302	8.860139	7.780888	2.182326	10.675237	9.141044	9.768504	11.307663	4.419959	2.882568	0.268863	3.240004
Retrocopy89	8.059296	15.719314	15.375043	15.078475	8.243535	18.707333	19.666994	20.202505	18.154654	13.633885	9.887018	16.302975
Retrocopy90	0.055373	0.036370	0.166816	0.047691	0.042200	0.038752	0.444938	0.226924	0.096338	0.139445	2.839842	0.026424
Retrocopy91	2.184731	425.260193	642.966309	95.424339	1.580378	793.605530	213.803192	189.433838	614.664551	85.993187	3.039426	7.365081
Retrocopy92	2.303558	460.863617	605.354004	80.224403	1.968412	847.567139	164.412537	154.820618	586.385559	68.881660	2.752839	8.885867
Retrocopy93	0.000000	0.104218	2.193626	0.106028	0.000000	0.099939	1.145326	0.351136	2.423217	0.107030	0.123258	0.000000
Retrocopy94	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062013	0.000000	0.000000	0.000000	0.036365	0.666916
Retrocopy95	1.971497	0.582873	1.638421	0.982027	0.900729	1.021624	1.115633	0.774187	0.505731	1.424694	0.416936	0.637515
Retrocopy96	30.309872	25.958269	42.787292	29.271278	26.181589	30.059063	26.563808	30.306391	43.009636	35.824585	15.810265	24.093391
Retrocopy97	0.459207	0.983049	0.158516	0.350046	0.678800	0.758861	0.502744	0.110404	0.234354	0.147398	0.473957	0.435819
Retrocopy98	1192.273560	1054.617310	1352.488037	1137.931152	1175.048950	1290.884399	1106.473633	1147.849609	1418.575195	1252.242310	1649.095459	797.875488
Retrocopy99	3.502200	8.644615	2.703938	6.424080	3.716518	9.972370	3.697915	3.626060	2.276163	6.385636	10.031927	5.765521
Retrocopy100	0.058253	0.000000	0.000000	0.046816	0.000000	0.000000	0.230980	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy101	3.482435	1.293692	1.099096	1.222015	1.153150	1.145105	1.894974	10.256955	11.991276	3.599010	0.236950	0.522374
Retrocopy102	1.625802	0.644183	0.000000	0.031268	1.894251	1.832567	0.000000	0.000000	0.024423	0.000000	0.000000	0.000000
Retrocopy103	13.728935	29.828375	1.658006	1.221071	16.061935	26.126562	1.030561	1.643087	1.344038	0.998097	0.023690	0.951929
Retrocopy104	0.495542	0.201384	0.402716	1.361180	0.399194	0.509094	1.301839	0.540940	0.595385	0.872788	1.130264	0.104283
Retrocopy105	21.002913	15.630617	16.777039	31.407122	23.841354	12.351388	21.813967	19.588882	16.406492	31.809420	17.676228	23.821798
Retrocopy106	16.222878	63.339302	85.514359	114.237083	23.163860	66.011078	223.291138	263.073242	15.036785	96.231987	48.098564	23.297731
Retrocopy107	0.000000	0.424949	0.586872	0.123700	0.000000	0.376019	0.840347	0.240333	0.267684	0.124869	0.017975	0.000000
Retrocopy108	0.000000	0.548944	0.984617	0.062122	0.000000	0.729003	0.545385	0.240020	0.245862	0.000000	0.018055	0.000000
Retrocopy109	0.000000	0.064595	0.000000	0.000000	0.000000	0.064523	0.138475	0.075568	0.053469	0.000000	0.000000	0.000000
Retrocopy110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy111	4.583869	2.037469	2.304618	2.242679	2.602880	2.817822	4.133834	3.549753	1.656294	2.197963	0.329573	0.961953
Retrocopy112	6.043474	10.656625	15.143094	9.253074	4.594815	11.397096	12.912306	11.936259	13.076828	10.323434	0.750235	7.640299
Retrocopy113	1.796795	0.126009	0.882952	1.475441	0.826945	0.104299	0.763951	1.771371	0.662035	1.306880	0.000000	0.434420
Retrocopy114	15.205215	28.495407	4.414678	5.023788	16.627338	15.599191	6.336244	4.910074	5.951821	1.443410	3.331118	3.556554
Retrocopy115	0.000000	0.350025	0.451531	0.000000	0.074597	0.335653	0.360175	0.078621	0.490651	0.000000	0.336248	1.282993
Retrocopy116	35.304516	43.121151	14.057255	0.831173	30.870483	51.715725	9.904743	5.825778	12.958899	1.089134	32.453793	23.706190
Retrocopy117	13.744780	13.709617	13.842784	15.861765	16.302591	17.584597	17.272257	16.942467	14.447268	17.027704	8.530130	15.809237
Retrocopy118	0.202655	0.593485	2.379887	0.297926	0.208031	0.434325	1.193267	0.966910	2.379778	0.200493	155.755646	7.303133
Retrocopy119	2.182542	1.904881	2.958738	1.656903	3.734715	2.276901	1.662853	2.290452	1.879048	2.095343	1.127815	1.804404
Retrocopy120	30.488396	19.759026	21.199965	17.299849	37.764038	38.143650	1.031972	14.849137	18.952187	2.190165	1.189540	0.868910
Retrocopy121	45.134972	18.848904	11.775329	9.027620	40.851925	19.176092	10.605093	12.177444	10.136426	8.518399	92.409218	41.847221
Retrocopy122	0.000000	0.000000	0.000000	0.067151	0.000000	0.000000	2.663777	0.037559	0.000000	0.158167	0.000000	0.000000
Retrocopy123	0.000000	0.039716	0.000000	0.020203	0.000000	0.000000	1.413627	0.121325	0.000000	0.020394	0.000000	0.000000
Retrocopy124	0.417364	0.023735	0.102058	0.024147	0.649484	0.044154	0.317498	0.079967	0.150885	0.024375	0.000000	0.000000
Retrocopy125	0.000000	0.000000	0.000000	1.913642	0.000000	0.000000	1.410031	0.136553	0.000000	2.254957	0.000000	0.000000
Retrocopy126	0.074168	4.445521	0.063493	0.000000	0.076135	2.137659	0.000000	0.154065	0.000000	0.000000	11.783689	2.769269
Retrocopy127	0.418574	0.786801	1.187707	0.358955	0.402823	0.855995	1.556997	2.019186	1.298123	0.619612	10.636817	3.977720
Retrocopy128	0.186863	0.000000	0.000000	0.000000	0.191820	0.172621	0.600156	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy129	6.993489	27.393461	6.977396	11.886345	5.760238	29.916862	32.617100	31.166407	7.056967	10.919093	3.946907	1.850060
Retrocopy130	1.333842	0.944340	2.362748	1.841379	1.357629	0.859519	2.479713	1.728552	2.194275	2.244727	0.187754	2.172727
Retrocopy131	78.451797	8.239395	23.723900	27.946598	81.099525	12.506121	26.399113	19.917927	22.574392	36.230824	127.096077	127.050674
Retrocopy132	23.623247	7.741917	0.113528	2.267999	25.233442	4.605745	0.652021	0.711636	0.020980	2.161012	0.139558	4.261392
Retrocopy133	2.522712	0.483974	1.011436	0.889561	1.636270	1.066671	0.661597	3.051719	0.701949	0.507763	6.031020	0.738756
Retrocopy134	4.736847	1.458485	10.291846	0.949914	6.887226	0.463000	0.985146	1.850982	0.747047	0.968269	0.361421	0.484561
Retrocopy135	2.154080	0.934887	0.222287	0.273450	1.003571	2.986477	0.467638	0.501888	0.178561	0.291410	0.260982	0.204978
Retrocopy136	4.058603	1.517947	0.755929	25.931875	5.807203	0.354990	6.329623	4.354974	0.542671	23.590202	31.538219	83.174141
Retrocopy137	7.461349	10.595101	9.186942	4.850563	12.674377	4.746658	7.751885	12.296522	4.591836	2.385500	0.291209	2.714558
Retrocopy138	6.229308	16.459099	6.673815	6.735568	6.329690	8.300922	6.286078	6.618572	6.515969	4.706446	1.823665	2.192347
Retrocopy139	3.098613	4.168662	3.393699	1.777225	1.312218	0.762945	3.078134	1.903284	1.585775	1.751662	1.458244	1.225047
Retrocopy140	1362.506958	261.706482	869.514282	1074.775879	1170.173584	257.543671	747.668152	990.168152	935.960022	1159.462769	6017.907715	1314.373535
Retrocopy141	15.989443	16.365431	14.110565	20.858082	16.447845	12.618155	16.877258	17.596767	12.106773	19.199482	0.512901	16.175344
Retrocopy142	2.890099	0.000000	0.000000	1.337242	2.885279	0.000000	0.359033	0.000000	0.000000	0.856556	0.000000	0.000000
Retrocopy143	99.467300	61.753811	100.982765	0.451663	91.945206	69.045723	147.750656	168.128998	106.840462	251.518051	182.438812	119.679695
Retrocopy144	3.348172	1.956773	0.628909	1.399210	2.753996	0.984315	2.133952	0.891949	0.492185	0.983466	1.348028	0.893590
Retrocopy145	2.894532	1.495253	2.755856	5.337687	2.990200	0.602715	4.961583	1.701575	0.527411	2.163817	0.323092	2.063081
Retrocopy146	0.047962	0.000000	0.031788	0.000000	0.098468	0.000000	0.095086	0.103780	0.000000	0.000000	0.000000	0.000000
Retrocopy147	1.465385	0.727310	1.188196	2.025251	1.888252	0.781767	2.108539	1.336599	0.853605	1.450435	0.645620	0.964546
Retrocopy148	0.408667	0.000000	0.000000	0.000000	0.893552	0.000000	0.506377	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy149	1.885635	1.155336	2.130722	1.018198	1.861967	1.262086	0.881294	1.935334	0.630967	1.006502	1.701134	0.541452
Retrocopy150	2.156378	0.725878	0.745026	0.000000	3.311630	0.174893	2.529798	0.528460	0.811603	0.000000	0.000000	0.612978
Retrocopy151	0.117697	0.000000	0.000000	0.000000	0.151025	0.000000	0.029167	0.000000	0.000000	0.000000	0.000000	0.018535
Retrocopy152	0.553403	0.000000	0.143274	0.271189	0.000000	0.000000	1.371438	0.598733	0.211820	0.136875	0.000000	0.000000
Retrocopy153	0.857495	1.166889	3.202811	0.777757	3.977998	1.063073	5.989160	3.038267	0.753389	1.438246	0.484968	2.192640
Retrocopy154	67.633766	106.743828	32.661480	25.958456	69.859482	106.246918	15.015414	16.665312	32.971004	25.450418	26.898340	34.121555
Retrocopy155	0.000000	0.183825	0.314744	0.301643	0.000000	0.245935	0.228054	0.206451	0.143131	0.561027	0.044727	0.024234
Retrocopy156	0.094042	2.059218	1.336177	2.805933	0.000000	2.594619	1.282734	0.754951	1.323914	1.838458	0.273332	5.166192
Retrocopy157	0.117456	0.439300	0.047605	1.169415	1.278273	0.299810	0.410117	0.596820	0.035190	0.449588	0.375809	0.304286
Retrocopy158	6.103852	1.153250	1.618405	0.749536	1.338972	2.278410	1.589805	2.898915	0.644948	0.816956	0.845585	2.238523
Retrocopy159	1.644674	0.810362	1.860302	0.916740	0.762661	1.949168	2.041162	1.935311	0.799482	2.057197	0.513194	3.810873
Retrocopy160	11.515122	5.152812	1.262870	2.480807	10.339844	7.543978	2.356298	2.723883	1.282734	2.769812	0.237792	0.223539
Retrocopy161	7.628017	9.488075	4.954046	8.159488	11.080128	8.003867	7.573689	5.075016	5.919866	9.310923	5.975970	5.283363
Retrocopy162	4.410777	8.992291	1.664941	0.943203	4.977423	11.013341	0.953311	3.055650	0.624337	1.182324	1.093158	1.710016
Retrocopy163	3.528980	1.797790	9.808156	6.291886	10.113715	9.664869	7.724566	8.993995	15.782368	13.792868	2.549968	11.194262
Retrocopy164	0.499238	1.740531	0.582417	1.147724	0.400939	1.867217	0.636886	0.601138	1.076115	1.832465	0.655387	0.318390
Retrocopy165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.382192	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy166	0.000000	0.786869	1.163681	0.000000	0.000000	2.204537	2.054115	2.897556	1.101462	0.000000	0.000000	0.000000
Retrocopy167	0.167429	0.000000	0.000000	0.128198	0.241694	0.000000	14.485981	0.701932	0.000000	0.000000	0.000000	0.000000
Retrocopy168	0.498961	0.660816	8.823557	11.407123	0.760417	15.207350	8.543467	9.931187	8.375412	10.651846	0.449652	0.297800
Retrocopy169	99.575447	168.866867	33.745251	37.159130	105.886490	197.093521	12.698036	6.708149	29.598433	28.775784	22.415606	35.688492
Retrocopy170	0.066923	0.000000	0.000000	0.655899	0.035036	0.000000	1.288310	10.996122	0.000000	0.511137	0.175059	0.000000
Retrocopy171	15.299400	44.656326	29.385122	101.979500	13.686328	61.484867	437.513733	496.357849	25.601461	65.954224	22.564619	6.131878
Retrocopy172	0.016770	0.000000	0.000000	0.000000	0.011476	0.030983	0.210121	0.082008	0.000000	0.033182	0.000000	0.000000
Retrocopy173	0.711908	0.817285	0.974822	1.283278	0.949291	1.011530	1.153553	0.747096	0.734235	1.858939	21.657949	2.016278
Retrocopy174	51.632294	14.733788	50.023556	98.845810	72.168968	17.190847	83.949989	103.546608	54.251602	111.961685	108.353615	61.961292
Retrocopy175	115.570732	9.065893	107.799896	282.022095	120.736626	14.490047	199.909851	248.110397	115.124321	317.606995	83.924385	115.094559
Retrocopy176	1.908388	3.680727	1.809204	0.894954	1.833210	0.576700	2.000911	2.179101	1.339396	0.875350	2.054460	0.779903
Retrocopy177	1.387554	34.706928	102.867310	5.757307	0.694513	74.629562	27.731449	19.931812	92.023445	4.745152	0.848173	3.001635
Retrocopy178	0.070531	0.101919	0.036521	0.086408	0.054303	0.014334	4.184151	0.705476	0.000000	0.137466	0.000000	0.022215
Retrocopy179	0.042195	0.000000	0.087393	0.103386	0.021657	0.000000	0.289860	0.294450	0.064602	0.183678	0.000000	0.000000
Retrocopy180	1.778600	4.228505	2.264431	1.100273	0.880963	5.121572	2.633235	0.925287	0.657556	2.962774	0.999376	0.879718
Retrocopy181	0.159066	1.648558	0.973548	2.895608	1.700730	1.090166	2.074829	3.207884	1.924826	1.589358	0.629638	1.444387
Retrocopy182	5.591869	9.541236	4.985136	2.354225	4.952158	3.461324	6.369806	4.120180	5.520734	7.984528	3.612549	2.773607
Retrocopy183	54.048943	9.241569	15.649446	9.041756	60.410049	11.785444	28.478376	35.575260	14.545057	8.708483	0.136666	4.044214
Retrocopy184	0.139694	0.427044	1.581175	0.483100	0.005306	2.061944	1.825566	1.925879	0.735556	0.269536	0.087859	1.178375
Retrocopy185	1.337837	1.578591	1.973118	0.643371	1.023321	0.818576	1.112602	5.392504	1.970768	0.580389	0.610348	1.242653
Retrocopy186	47.090893	1.201755	16.529913	0.631945	40.247459	28.600531	14.556270	0.621387	0.402222	0.559117	0.508535	29.805353
Retrocopy187	124.083511	55.709255	104.218636	75.782166	124.969810	58.420147	80.316200	79.775681	107.451393	92.680580	74.454536	103.107277
Retrocopy188	0.000000	0.509209	0.000000	0.000000	0.000000	0.000000	0.150137	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy189	7.790859	11.841125	5.260063	19.784227	8.391537	11.749932	9.714174	10.454968	4.894711	16.635986	5.703094	6.842399
Retrocopy190	0.000000	0.099007	0.000000	0.056408	0.000000	0.189251	0.169797	0.000000	0.051926	0.169465	0.000000	0.000000
Retrocopy191	3.908075	3.343816	0.858091	0.809344	3.414174	1.044165	2.634152	1.666943	1.964727	1.763118	0.852160	0.625786
Retrocopy192	15.362506	9.255820	12.665601	14.307673	15.547103	9.437465	13.147099	14.552262	12.699442	15.353331	10.384545	24.047430
Retrocopy193	154.741013	123.501434	449.363464	138.944214	161.625443	152.935745	379.361664	359.308136	422.566467	148.285492	229.146790	326.232727
Retrocopy194	0.000000	0.000000	0.056872	0.052747	0.000000	0.101464	0.000000	0.000000	0.000000	0.325992	0.319235	0.000000
Retrocopy195	0.000000	0.107450	0.027145	0.027329	0.000000	0.154556	0.074632	0.060337	0.084531	0.055174	0.000000	0.017565
Retrocopy196	20.298058	1.067790	9.159381	16.633785	21.502487	0.529913	3.040764	12.026285	9.933387	8.729895	1.576519	0.656062
Retrocopy197	0.171533	0.000000	0.071873	0.000000	0.109859	0.078187	0.251700	0.137356	0.107987	0.080386	0.000000	0.000000
Retrocopy198	0.042347	0.000000	0.014618	0.000000	0.053130	0.052159	0.167910	0.290164	0.000000	0.013965	0.000000	0.000000
Retrocopy199	194.705292	27.874304	150.143539	167.370789	178.028198	30.988783	133.350876	168.541306	179.250320	179.991119	630.054199	164.866058
Retrocopy200	1.940648	11.242263	2.666576	2.031895	4.357082	3.002013	3.363444	4.875882	2.934274	1.008351	1.085884	2.076112
Retrocopy201	1.935272	3.852212	0.447466	0.547884	1.419901	2.691031	0.085319	0.235151	0.524442	0.491990	0.121795	0.000000
Retrocopy202	19.042528	8.488508	24.269461	57.681732	19.604206	8.759955	70.674225	98.260567	20.583464	52.857170	14.562319	10.969961
Retrocopy203	0.000000	0.079453	0.000000	0.000000	0.000000	0.000000	1.956824	0.000000	0.000000	0.000000	0.000000	0.000000
Retrocopy204	1.290056	3.829991	2.513741	0.541484	0.597649	1.248119	0.716630	3.746825	5.423451	0.537471	1.359729	1.099149
